key,Sentence,checked
271,"పెద్దగా కథ లేకపోవటంతో ఒకే సన్నివేశాన్ని సాగదీస్తూ టైం పాస్‌ చేశారు.
",0
272,"ముఖ్యంగా జయప్రకాష్‌ రెడ్డి, పోసాని కృష్ణమురళీల మధ్య సన్నివేశాలు ప్రేక్షకుల సహనాన్ని పరీక్షిస్తాయి.
",0
273,"హీరో హీరోయిన్‌ల మధ్య ప్రేమ సన్నివేశాల విషయంలోనూ ఇంకాస్త దృష్టి పెట్టాల్సింది.
",0
274,"శ్రీ వసంత్ సంగీతం బాగుంది.
",0
275,"సినిమాటోగ్రపి, ఎడిటింగ్‌, నిర్మాణ విలువలు సినిమా స్థాయికి తగ్గట్టుగా ఉన్నాయి.
",0
276,"పల్లెటూరి ప్రజల సమస్యలు అక్కడి రాజకీయ పరిస్థితులు, పగలు ప్రతీకారాలతో పాటు మనుషుల్లోని అమాయకత్వం, మంచితనాన్ని కూడా తెర మీద చాలా బాగా ఆవిష్కరించాడు సుకుమార్‌.
",0
277,"అయితే కమర్షియల్ ఎలిమెంట్స్ ఏ మాత్రం మిస్‌ అవ్వకుండా జాగ్రత్తపడ్డాడు.
",0
278,"కామెడీతో పాటు యాక్షన్‌, కాస్త రొమాన్స్‌, ఎమోషన్స్‌తో అన్ని వర్గాల ప్రేక్షకులను అలరించే సినిమాను తెరకెక్కించాడు.
",0
279,"అయితే తను అనుకున్న కథను సుదీర‍్ఘంగా చెప్పిన సుకుమార్‌ అక్కడక్కడా కాస్త విసిగిస్తాడు.
",0
280,"ఇక సినిమాకు మరో ప్రధాన బలం దేవీ శ్రీ ప్రసాద్‌ సంగీతం.
",0
281,"80ల నాటి కథకు తగ్గ బాణీలతో సినిమా రిలీజ్‌కు ముందు అంచనాలు పెంచేశాడు.
",0
282,"ప్రయోగాత్మకంగా తెరకెక్కిన సినిమాలోనూ ఏ మాత్రం కమర్షియల్ వాల్యూస్‌ తగ్గకుండా సూపర్బ్‌ సాంగ్స్‌ తో అలరించాడు.
",0
283,"నేపథ్య సంగీతంతోనూ ఆడియన్స్‌ ను ఫ్లాష్‌ బ్యాక్‌లోకి తీసుకెళ్లాడు దేవీ.
",0
284,"తన శైలికి పూర్తి భిన్నంగా ప్రయత్నించిన దేవీ శ్రీ ప్రసాద్‌ ఆకట్టుకున్నాడు.
",0
285,"రత్నవేలు సినిమాటోగ్రఫి సినిమా మూడ్‌ ను క్యారీ చేసింది.
",0
286,"కాస్ట్యూమ్స్ విషయంలో కూడా ఆనాటి పరిస్థితులకు తగ్గట్టుగా చూపించేందుకు చాలా జాగ్రత్తలు తీసుకున్నారు.
",0
287,"ఎడిటింగ్‌ విషయంలో ఇంకాస్త దృష్టి పెట్టాల్సింది.
",0
288,"నిర్మాణ విలువలు చాలా బాగున్నాయి.
",0
289,"1980ల నాటి కాలాన్ని తెర మీదకు ఆవిష్కరించేందుకు నిర్మాతలు ఖర్చుకు ఏమాత్రం వెనకాడలేదు.
",0
290,"ప్లస్‌ పాయింట్స్‌ - ఫ్యామిలీ ఎమోషన్స్ ,కొన్ని కామెడీ సీన్స్ ,హీరోయిన్‌ పాత్ర.
",0
291,"మైనస్‌ పాయింట్స్‌ - సంగీత ,స్క్రీన్‌ ప్లే.
",0
292,"దశాబ్దాలుగా వెండి తెర సూపర్‌స్టార్‌గా రజనీకాంత్ ప్రేక్షకులకు తనదైన శైలిలో వినోదాన్ని పంచుతూ మాస్ ఎంటర్‌టైన్‌మెంట్‌కు ఐకాన్‌గా మారారు, తమిళనాడుతో పాటు తెలుగు రాష్ట్రాల్లోనూ భారీ క్రేజ్‌ ఉంటుంది.
",0
293,"అయితే రోబో తరువాత రజనీ హీరోగా తెరకెక్కిన సినిమాలేవి ఆశించిన స్థాయిలో ఆకట్టుకోలేకపోయాయి.
",0
294,"పా రంజిత్‌ దర్శకత్వంలో తెరకెక్కిన కబాలి సినిమాకు భారీ హైప్‌ క్రియేట్‌ అవ్వటంతో కలెక్షన్లు వచ్చినా సినిమాకు మాత్రం పాజిటివ్‌ టాక్‌ రాలేదు.
",0
295,"అయినా రజనీ మాత్రం మరోసారి పా రంజిత్‌ కే అవకాశం ఇచ్చారు.
",0
296,"ముంబై మురికి వాడల నేపథ్యంలో రజనీకాంత్ హీరోగా తెరకెక్కిన సినిమా కాలా.
",0
297,"రజనీ ఏజ్‌కు ఇమేజ్‌ తగ్గ కథతో తెరకెక్కిన కాలా ప్రేక్షకులను ఏ మేరకు ఆకట్టుకుంది.
",0
298,"? రజనీ మ్యాజిక్‌ రిపీట్‌ అయ్యిందా.
",0
299,"కరికాలా అలియాస్‌ కాలా (రజనీకాంత్‌) ముంబైలోని మురికివాడ ధారావీకి పెద్ద దిక్కు.
",0
300,"అక్కడే పుట్టి పెరిగిన కాలా ఆ ప్రాంత ప్రజలకు ఎలాంటి కష్టం రాకుండా చూసుకుంటుంటాడు.
",0
301,"అయితే ముంబైలో అత్యంత విలువైన ఈ ప్రాంతాన్ని తమ హస్తగతం చేసుకునేందుకు రాజకీయనాయకులు ప్రయత్నాలు చేస్తుంటారు.
",0
302,"ముఖ‍్యంగా అధికార పార్టీ నాయకుడు  హరిదేవ్‌ అభయంకర్‌ అలియాస్‌ హరిదాదా (నానా పటేకర్‌) ఎలాగైన ధారావీని నుంచి ప్రజలను వెల్లగొట్టి అక్కడ అపార్ట్‌మెంట్లు నిర్మించాలని ప్రయత్నిస్తుంటాడు.
",0
303,"కానీ కాలా హరిదాదా పనులకు అడ్డుతగులుతాడు.
",0
304,"అలా హరిదాదా, కాలాల మధ్య మొదలైన యుద్ధం ఎలాంటి పరిస్థితులకు దారి తీసింది.
",0
305,"? ఈ పోరాటంలో కాలా ఏం కోల్పోయాడు.
",0
306,"? చివరకు ధారావీ ఏమైంది.
",0
307,"? అన్నదే మిగతా కథ.
",0
308,"భారతదేశం మొత్తం మీద అందంతో కాకుండా కేవలం స్టైల్ తోనే ఆకట్టుకునే దక్షిణభారతదేశ హీరోల్లో రజనీకాంత్ దే మొదటి స్థానం.
",0
309,"రజనీకాంత్‌ తనదైన స్టైల్స్‌, మేనరిజమ్స్‌తో మరోసారి ఆకట్టుకున్నాడు.
",0
310,"నటన పరంగా సూపర్బ్‌ అనిపించిన రజనీ యాక్షన్‌ సీన్స్‌ లో కాస్త ఇబ్బంది పడినట్టుగా అనిపిస్తుంది.
",0
311,"విలన్‌ గా నానా పటేకర్‌ తెర మీద కనిపించింది కొద్ది సేపే అయినా.
",0
312,"ఉన్నంతలో సూపర్బ్‌ పర్ఫామెన్స్‌ తో ఆకట్టుకున్నాడు.
",0
313,"రజనీ ఇమేజ్‌ను ఢీ కొట్టే పొలిటీషియన్‌ పాత్రలో నానా పటేకర్‌ నటన సినిమాకు ప్లస్‌ అయ్యింది.
",0
314,"రజనీ భార్యగా ఈశ్వరీ రావు నవ్వించే ప్రయత్నం చేసింది.
",0
315,"రజనీ, ఈశ్వరీ రావ్‌ల మధ్య వచ్చే సన్నివేశాలు అలరిస్తాయి.
",0
316,"కీలక పాత్రలో నటించిన హూమా ఖురేషీ హుందాగా కనిపించింది.
",0
317,"ఇతర పాత్రల్లో అంతా తమిళ నటులే కావటంతో తెలుగు ప్రేక్షకులు కనెక్ట్ కావటం కాస్త కష్టమే.
",0
318,"విశ్లేషణ.
",0
319,"రజనీ నుంచే అభిమానులు ఆశించే మాస్, కమర్షియల్ అంశాలేవీ లేకుండా సినిమాను రూపొందించిన రంజిత్‌ నిరాశపరిచాడు.
",0
320,"రజనీ ఎంట్రీ విషయంలో కూడా పెద్దగా హడావిడి లేకుండా సాదాసీదాగా కాలా పాత్రను పరిచయం చేశాడు.
",0
321,"తొలి భాగం అంతా అసలు కథ ప్రారంభించకుండా ఫ్యామిలీ సీన్స్‌తో లాగించేశాడు.
",0
322,"కథలో రజనీ హీరోయిజాన్ని మరింతగా ఎలివేట్ చేసే అవకాశం ఉన్నా దర్శకుడు ఆ దిశగా ప్రయత్నం చేసినట్టుగా కనిపించలేదు.
",0
323,"ఇంటర్వెల్‌ సీన్‌తో హైప్‌క్రియేట్‌ చేసినా ద్వితీయార్థంలో అదే టెంపో కంటిన్యూ చేయలేకపోయాడు.
",0
324,"సంగీత దర్శకుడు సంతోష్ నారాయణ్‌ కూడా అక్కడక్కడా మెప్పించినా.
",0
325,"చాలా సందర్భాల్లో విసిగించాడు.
",0
326,"మూడ్‌తో సంబంధం లేకుండా రాప్‌ బీట్‌లతో ఆడియన్స్‌ను ఇబ్బంది పెట్టాడు.
",0
327,"మురళీ అందించిన సినిమాటోగ్రఫీ బాగుంది.
",0
328,"ధారావి మురికి వాడలను నేచురల్‌ గా చూపించాడు.
",0
329,"ఎడిటింగ్‌ విషయంలో ఇంకాస్త దృష్టి పెట్టాల్సింది.
",0
330,"నిర్మాణ విలువలు బాగున్నాయి.
",0
331,"కబాలి సినిమా తరువాత రజనీ ఇచ్చిన సెకండ్‌ చాన్స్‌ను దర్శకుడు పా.
",0
332,"రంజిత్‌ వినియోగించుకోలేకపోయాడు.
",0
333,"రజనీ నుంచి ఆశించే కొన్ని అంశాలు లేకపోవడం ఫ్యాన్స్‌కు నిరాశ కలిగించే అంశం.
",0
334,"మైనస్‌ పాయింట్స్‌ -స్లో నేరేషన్ ,ఎడిటింగ ,సంగీతం.
",0
335,"యాక్షన్‌ హీరో గోపిచంద్‌కు కొద్ది రోజులుగా కాలం కలిసిరావటం లేదు.
",0
336,"ఒకప్పుడు స్టార్ హీరోలకు ధీటుగా ఓపెనింగ్స్ తెచ్చుకున్న గోపీచంద్ చాలా బ్యాడ్ టైంలో ఎంతో నమ్మకంతో చేసిన మూవీ పంతం.
",0
337,"వరుసగా ప్రతీ సినిమా బోల్తా పడుతుండటంతో కెరీర్‌ కష్టాల్లో పడింది.
",0
338,"కామెడీ సినిమాలతో మంచి విజయాలు సాధించిన గోపి మాస్‌ యాక్షన్ హీరోగా సత్తా చాటడంలో ఫెయిల్ అవుతున్నాడు.
",0
339,"ఈ టైంలో ఓ మెసేజ్‌ ఓరియంటెడ్ కమర్షియల్‌ ఎంటర్‌టైనర్‌తో ప్రేక్షకుల ముందుకు వచ్చాడు.
",0
340,"కొత్త దర్శకుడు చక్రవర్తి తెరకెక్కించిన ‘పంతం’ గోపిచంద్‌ కెరీర్‌ను గాడిలో పెడుతుందా.
",0
341,"? మాస్ హీరోగా గోపిచంద్ సక్సెస్‌ సాధించాడా.
",0
342,"ఆనంద్‌ సురానా (ముఖేష్‌ రుషి) లండన్‌లో ఉండే భారతీయ వ్యాపారవేత్త.
",0
343,"వేల కోట్ల ఆస్తులకు అధిపతి.
",0
344,"మినిస్టర్లకు కూడా సురానాను కలవాలంటే నెలల సమయం పడుతుంది.
",0
345,"అలాంటి సురానా ఫ్యామిలీ వారసుడు విక్రాంత్‌ సురానా (గోపిచంద్‌).
",0
346,"ఆనంద్‌ సురానాకు దానధర్మాలు చేయటం ఇష్టం ఉండదు.
",0
347,"తన భార్య దుర్గాదేవి (పవిత్రా లోకేష్‌) అలా దాన ధర్మాల కోసం డబ్బు ఖర్చు చేస్తుందని ఇండియా నుంచి వ్యాపారాలను ఫ్యామిలినీ లండన్‌ తీసుకెళ్లిపోతాడు.
",0
348,"కానీ విక్రాంత్‌ మాత్రం తల్లి బాటలోనే నడుస్తాడు.
",0
349,"తల్లి ఏర్పాటు చేసిన ట్రస్ట్‌ కోసం తిరిగి ఇండియా వస్తాడు.
",0
350,"అలా ఇండియాకు వచ్చిన విక్రాంత్‌కు ఎదురైన పరిస్థితులేంటి.
",0
351,"? ఆ పరిస్థితులపై విక్రాంత్‌ ఎలా పోరాటం చేశాడు.
",0
352,"? అన్నదే మిగతా కథ.
",0
353,"మాస్‌ యాక్షన్‌ రోల్‌లో తనకు తిరుగులేదని గోపిచంద్‌ మరోసారి ప్రూవ్‌ చేసుకున్నాడు.
",0
354,"రాబిన్‌ హుడ్ తరహా పాత్రలో పర్ఫెక్ట్‌గా సూట్‌ అయ్యాడు.
",0
355,"యాక్షన్‌ సీన్స్‌లో మంచి ఈజ్‌ చూపించాడు.
",0
356,"ఫస్ట్ హాప్‌లో కామెడీ టైమింగ్‌తోనూ అలరించాడు.
",0
357,"ముఖ్యంగా కోర్టు సీన్‌లో గోపిచంద్‌ నటన సూపర్బ్‌ అనిపిస్తుంది.
",0
358,"హీరోయిన్‌ మెహరీన్‌ పాత్ర కేవలం పాటలకే పరిమితమైంది.
",0
359,"ఉన్నంతలో తన వంతుగా ఆకట్టుకునే ప్రయత్నం చేశారు.
",0
360,"విలన్‌గా సంపత్‌ రాజ్‌ రొటీన్‌ పాత్రలో కనిపించారు.
",0
361,"అవినీతి పరుడైన రాజకీయ నాయకుడిగా తనదైన స్టైల్‌లో మెప్పించారు.
",0
362,"ఇతర పాత్రల్లో జయప్రకాష్, పృథ్వీ, షియాజీ షిండే, ముఖేష్ రుషి, తనికెళ్ల భరణి తమ పరిధి మేరకు ఆకట్టుకున్నారు.
",0
363,"విశ్లేష.
",0
364,"గోపిచంద్‌ పంతం రూపంలో మరోసారి రెగ్యులర్ మాస్ మసాలా సినిమానే చూపించాడు.
",0
365,"ఏదైనా ప్రమాదం జరిగినప్పుడు ప్రభుత్వం ప్రకటించే సాయం ఎంత మంది బాధితులకు చేరుతుంది.
",0
366,"? మధ్యలో మంత్రులు, అధికారులు ఆ డబ్బును ఎలా దోచేస్తున్నారు అన్న పాయింట్‌కు కమర్షియల్ ఎలిమెంట్స్‌తో తెరకెక్కిం‍చాడు దర్శకుడు చక్రవర్తి.
",0
367,"గోపిచంద్‌ మాస్‌ ఇమేజ్‌కు తగ్గట్టు వరుస యాక్షన్‌ సీన్స్‌తో ఆకట్టుకున్నాడు.
",0
368,"అయితే హీరోయిజాన్ని ఎలివేట్ చేసే ప్రయత్నంలో లాజిక్‌లను కాస్త పక్కన పెట్టినట్టుగా అనిపిస్తుంది.
",0
369,"విలన్‌ క్యారెక్టర్‌ను మరింత బలంగా చూపించి ఉంటే బాగుండేది.
",0
370,"గోపిసుందర్‌ సంగీతం పెద్దగా ఆకట్టుకునేలా లేదు.
",0
371,"కథనం మధ్యలో పాటలు స్పీడు బ్రేకర్లల ఇబ్బంది పెడతాయి.
",0
372,"సినిమాకు మేజర్‌ ప్లస్‌ పాయింట్ ప్రసాద్‌ మూరెళ్ల సినిమాటోగ్రఫి.
",0
373,"ప్రతీ ఫ్రేమ్‌ రిచ్‌గా, స్టైలిష్‌గా ప్రజెంట్ చేశారు.
",0
374,"నిర్మాత రాధామోహన్ ఖర్చుకు వెనుకాడకుండా సినిమాను నిర్మించారు.
",0
375,"ప్లస్‌ పాయింట్స్ - గోపిచంద్‌ నట, కోర్టు సీన్ ,యాక్షన్‌ సీన్స్‌.
",0
376,"మైనస్‌ పాయింట్స్ - హీరోయిన్ ,మ్యూజిక ,రొటీన్ కథ.
",0
377,"నా పేరు సూర్య నా ఇల్లు ఇండియా రివ్యూ:తారాగణం : అల్లు అర్జున్‌, అను ఇమ్మాన్యూయేల్‌, అర్జున్‌, శరత్ కుమార్‌, బొమన్‌ ఇరానీ, రావూ రమేష్‌
",0
378,"స్టైలిష్‌ స్టార్‌ అల్లు అర్జున్‌ హీరోగా వక్కంతం వంశీని దర్శకుడిగా పరిచయం చేస్తూ తెరకెక్కించిన సినిమా నా పేరు సూర్య నా ఇల్లు ఇండియా.
",0
379,"ఈ సినిమాలో బన్నీ డిఫరెంట్‌ మేకోవర్‌లో, డిఫరెంట్‌ మేనరిజమ్స్‌తో సోల్జర్‌ పాత్రలో.
",0
380,"ఇప్పటికే రిలీజ్‌ అయిన ట్రైలర్‌, సాంగ్స్ సినిమా మీద అంచనాలను భారీగా పెంచేశాయి.
",0
381,"మరి ఆ అంచనాలను నా పేరు సూర్య నా ఇల్లు ఇండియా అందుకుందా? బన్నీ మరోసారి తన స్టామినా ప్రూవ్‌ చేసుకున్నాడా? వంశీ దర్శకుడిగా తొలి ప్రయత్నంలో విజయం సాధించాడా?.
",0
382,"సూర్య (అల్లు అర్జున్‌) కోపాన్ని కంట్రోల్‌ చేసుకోలేని యువకుడు.
",0
383,"తన ఆవేశంతో ప్రతీ ఒకరితో గొడవపడుతూ ఉంటాడు.
",0
384,"చిన్నతనంలో ఓ గొడవ కారణంగా ఇంట్లోంచి వెళ్లిపోతాడు.
",0
385,"పెద్దయ్యాక సైన్యంలో చేరి అక్కడా తన తీరును మార్చుకోడు.
",0
386,"ఈ క్రమంలో ఓ మినిస్టర్‌ కొడుకుతో గొడవపడటం, తరువాత ఆర్మీ నిర్భందంలో ఉన్న ఓ వ్యక్తిని చంపటంతో ఉన్నతాధికారులు సూర్య మీద చర్యలు తీసుకుంటారు.
",0
387,"తన మీద తనకు కంట్రోల్‌ లేని వాడు సైన్యంలో పనికిరాడంటూ ఆర్మీ నుంచి సస్పెండ్‌ చేస్తారు.
",0
388,"తిరిగి ఆర్మీలో చేరాలంటే తాను మానసికంగా ఫిట్‌గా ఉన్నట్లు ప్రముఖ సైకాలజిస్ట్‌ రామకృష్ణం రాజు (అర్జున్‌) నుంచి సర్టిఫికేట్‌ తీసుకురావాలని కండిషన్‌ పెడతారు.
",0
389,"ఆ పని మీద వైజాగ్‌ వచ్చిన సూర్యకు సమస్యలు ఎదురవుతుంటాయి.
",0
390,"చల్లాతో గొడవలు పెట్టుకుంటాడు.
",0
391,"ఇంతకీ రామకృష్ణంకు సూర్యకు మధ్య సంబంధం ఏంటి.
",0
392,"? సూర్య తన క్యారెక్టర్‌ని వదులుకొని తిరిగి ఆర్మీలో చేరాడా? అన్నదే మిగతా కథ.
",0
393,"విశ్లేషణ:.
",0
394,"వక్కంతం వంశీ దర్శకుడిగా తొలి ప్రయత్నంలో డిఫరెంట్ కాన్సెప్ట్‌ను ఎంచుకున్నాడు.
",0
395,"స్టైలిష్‌ స్టార్‌ అల్లు అర్జున్‌ను అభిమానులకు డిఫరెంట్ లుక్‌ , బాడీ లాంగ్వేజ్, మేనరిజమ్స్‌ ఇలా ప్రతీ విషయంలోనూ బన్నీని కొత్తగా చూపించాడు దర్శకుడు.
",0
396,"మొదటి నుంచి సినిమాను దేశభక్తి సినిమాగా ప్రమోట్‌ చేసినా రొమాన్స్‌, ఫ్యామిలీ ఎమోషన్స్‌ కూడా ఉండేలా జాగ్రత్త పడ్డాడు.
",0
397,"అయితే తొలి భాగాన్ని ఆసక్తికరంగా నడిపించిన వంశీ, ద్వితీయార్థంలో మాత్రం కాస్త తడబడ్డాడు.
",0
398,"సెకండ్‌ హాఫ్‌ కథనం కాస్త నెమ్మదించటం ప్రేక్షకులను ఇబ్బంది పెడుతుంది.
",0
399,"ప్రేమకథను కూడా అంత ఆసక్తికరంగా మలచలేదు.
",0
400,"బాలీవుడ్ సంగీత ద్వయం విశాల్‌ శేఖర్‌లు బన్నీ ఎనర్జీకి తగ్గ ట్యూన్స్‌ తో అలరించారు.
",0
401,"మాస్ ఐటమ్‌ నంబర్‌, రొమాంటిక్‌ మెలోడి, ఫ్యామిలీ సాంగ్‌ ఇలా అన్ని వేరియేషన్స్‌ లోనూ ఆకట్టుకున్నారు.
",0
402,"బ్యాక్‌ గ్రౌండ్‌ స్కోర్‌ తో సినిమా స్థాయిని మరింత పెంచారు.
",0
403,"వంశీ రాసిన డైలాగ్స్‌ అద్భుతంగా ఉన్నాయి.
",0
404,"రాజీవ్ రవి సినిమాటోగ్రఫి సినిమాకు మరో మేజర్‌ ప్లస్‌ పాయింట్‌.
",0
405,"ఆర్మీ సీన్స్‌ తో పాటు ఇతర సన్నివేశాలను అద్భుతంగా కెమెరాలో బంధించాడు రాజీవ్‌.
",0
406,"ఎడిటింగ్‌, నిర్మాణ విలువలు సినిమా స్థాయికి తగ్గట్లుగా ఉన్నాయి.
",0
407,"సరిహద్దులో శత్రువుల కంటే.
",0
408,"దేశం లోపల ఉన్న దుష్టశక్తులు ప్రమాదకరమని భావించి వాటితో పోరాటం చేసే  ఆవేశపరుడైన సైనికుడి కథే ఇది.
",0
409,"అయితే తొలి ప్రయత్నంలో బలమైన కథను రాసుకున్న దర్శకుడు వక్కంతం వంశీ.
",0
410,"దానిని తెరపై మాత్రం అంత ఆసక్తికరంగా మలచలేకపోయాడు.
",0
411,"ప్లస్‌ పాయింట్స్‌ - అల్లు అర్జున్ ,యాక్షన్‌ సీన్స్ ,బ్యాక్‌ గ్రౌండ్‌ మ్యూజిక్‌.
",0
412,"మైనస్‌ పాయింట్స్‌ - సెకండ్‌ హాఫ్‌లో కొన్ని సీన్ల ,స్క్రీన్‌ప్లే.
",0
413,"అర్జున్‌ రెడ్డి సినిమాతో ఓవర్‌ నైట్‌ స్టార్‌గా మారిన విజయ్‌ దేవరకొండ… మరో డిఫరెంట్‌ సినిమాతో ప్రేక్షకుల ముందుకు వచ్చాడు.
",0
414,"అర్జున్‌ రెడ్డి లాంటి బోల్డ్‌ సబ్జెక్ట్‌ తరువాత ఓ డీసెంట్‌  ఫ్యామిలీ ఎంటర్‌టైనర్‌తో ఆకట్టుకునే ప్రయత్నం చేశాడు.
",0
415,"మరి తన ఇమేజ్‌కు పూర్తి భిన్నంగా విజయ్‌ చేసిన గీత గోవిందం ప్రేక్షకులను ఏమేరకు ఆకట్టుకుంది…? గీత గోవిందుల ప్రేమ కథ ఏంటి.
",0
416,"విజయ్‌ గోవింద్‌ (విజయ్‌ దేవరకొండ) లెక్చరర్‌.
",0
417,"తను చేసుకోబోయే అమ్మాయి కూడా సాంప్రదాయబద్ధంగా, తన అమ్మలాగే ఉండాలని కలలు కంటుంటాడు.
",0
418,"అలా ఓ అమ్మాయి వెంటే 6 నెలలు తిరిగిన తరువాత ఆ అమ్మాయికి పెళ్లయిందని తెలిసి నిరుత్సాహపడతాడు.
",0
419,"కొద్ది రోజులకు గీత (రష్మిక మందన్న)ను గుడిలో చూసి తొలి చూపులోనే ప్రేమలో పడతాడు.
",0
420,"ఎలాగైన ఆ అమ్మాయిని పెళ్లిచేసుకోవాలని నిర్ణయించుకుంటాడు.
",0
421,"అదే సమయంలో తన చెల్లికి పెళ్లి కుదరటంతో కాకినాడ బయలుదేరుతాడు విజయ్‌.
",0
422,"గీత కూడా అదే బస్సులో విజయ్‌ పక్కన సీటులోనే కూర్చుంటుంది.
",0
423,"ఎలాగైనా ప్రేమ విషయం చెప్పాలనుకున్న విజయ్‌, ఫ్రెండ్స్‌ చెప్పిన చెత్త సలహాల కారణంగా ఆమె దృష్టిలో ఓ రోగ్‌ అనిపించుకుంటాడు.
",0
424,"అలా గీతకు దూరమైన విజయ్‌ తిరిగి ఆమె ప్రేమను ఎలా గెలుచుకున్నాడు.
",0
425,"? ఈ మధ్యలో గీత, గోవింద్‌ల జీవితం ఎలాంటి మలుపులు తిరిగింది.
",0
426,"? అన్నదే మిగతా కథ.
",0
427,"సినిమాపై ఈ స్థాయిలో హైప్‌ క్రియేట్‌ అవ్వడానికి ముఖ్య కారణం విజయ్‌ దేవరకొండ.
",0
428,"భయస్తుడిలా హీరోయిన్‌ చుట్టూ మేడమ్‌.
",0
429,"మేడమ్‌ అంటూ తిరిగే పాత్రలో విజయ్ నటన సూపర్బ్‌.
",0
430,"తన డైలాగ్‌ డెలివరీ, బాడీ లాంగ్వేజ్‌తో ప్రతీ సీన్‌లోనూ ఫన్‌ జనరేట్ చేయటంలో విజయ్ దేవరకొండ్ సక్సెస్‌ అయ్యాడు.
",0
431,"అదే సమయంలో ప్రీ క్లైమాక్స్‌, క్లైమాక్స్‌లో వచ్చే ఎమోషనల్‌ సీన్స్‌లో కంటతడి పెట్టించే సెంటిమెంట్‌ను పండించాడు.
",0
432,"హీరోయిన్‌ గా రష్మిక మరోసారి వావ్‌ అనిపించారు.
",0
433,"ఛలో సినిమాతో తెలుగు ప్రేక్షకులను పలకరించిన ఈ భామ, గీత పాత్రలో టాలీవుడ్‌కు మరింత చేరువయ్యారు.
",0
434,"కోపం, ప్రేమ, బాధ ఇలా అన్ని వేరియేషన్స్‌ చాలా బాగా చూపించారు.
",0
435,"చాలా సన్నివేశాల్లో విజయ్‌ దేవరకొండతో పోటి పడి నటించారు.
",0
436,"చాలా రోజుల తరువాత సుబ్బరాజుకు మంచి పాత్ర దక్కింది.
",0
437,"ఇతర పాత్రల్లో రాహుల్‌ రామకృష్ణ, నాగబాబు, గిరిబాబు, అన్నపూర్ణ తమ పరిధి మేరకు ఆకట్టుకున్నారు.
",0
438,"ప్లస్‌ పాయింట్స్‌  -విజయ్‌ దేవరకొండ, రష్మిక నట ,సంగీత ,డైలాగ్స్‌.
",0
439,"పరశురామ్‌ తనదైన కామెడీ, ఎమోషనల్‌ టేకింగ్‌తో ఆకట్టుకున్నాడు.
",0
440,"పాత కథే అయినా.
",0
441,"కథనం, డైలాగ్స్‌తో ఆడియన్స్‌కు కొత్త అనుభూతిని అందించాడు.
",0
442,"విజయ్‌ దేవరకొండను అర్జున్‌ రెడ్డి ఇమేజ్‌ నుంచి బయటకు తీసుకువచ్చి డిఫరెంట్‌ స్టైల్‌లో చూపించటంలో సక్సెస్‌ అయ్యాడు.
",0
443,"దర్శకుడిగానే కాదు రచయితగాను ఫుల్‌ మార్క్స్‌ సాధించాడు.
",0
444,"కావాలని కామెడీ సీన్స్‌ను ఇరికించకుండా లీడ్‌ క్యారెక్టర్స్‌తోనే మంచి కామెడీ పండించాడు.
",0
445,"తొలి భాగం ఎంటర్‌టైనింగ్‌గా నడిపించిన దర్శకుడు ద్వితీయార్థంలో కాస్త స్లో అయ్యాడు.
",0
446,"ఎమోషనల్‌ సీన్స్‌ కాస్త సాగదీసినట్టుగా అనిపించినా.
",0
447,"తరువాత వచ్చే ఎం‍టర్‌టైన్మెంట్‌తో అన్ని కవర్‌ అయిపోతాయి.
",0
448,"సినిమాకు మరో మేజర్‌ ప్లస్‌ పాయింట్ గోపిసుందర్‌ సంగీతం.
",0
449,"కథలో భాగంగా వచ్చిపోయే పాటలు ఆడియన్‌ను మరింతగా క్యారెక్టర్స్‌తో కనెక్ట్ చేసేస్తాయి.
",0
450,"సినిమాటోగ్రఫి, ఎడిటింగ్‌, నిర్మాణ విలువలు ఇలా అన్ని సినిమా స్థాయికి తగ్గట్టుగా సరిగ్గా కుదిరాయి.
",0
451,"సినిమా అంటే విపరీతమైన అభిమానం, ప్రేమ, పిచ్చి కలిగిన భారతీయుల్లో అందుకే నటీనటుల పట్ల ఎక్కడా లేని విపరీతమైన ఆదరాభిమానాలు ఉంటాయి.
",0
452,"అందుకే వారసుల వారసులు ఎందరు వచ్చినా ఆదరణ విషయంలో లోటు ఉండదు.
",0
453,"మహానటి పూర్తిగా సావిత్రి కథ.
",0
454,"ఆమె జీవితంపై ఎంతో పరిశోదన చేసి ఈ కథను తయారు చేశారు.
",0
455,"సినీ అభిమానులకు సావిత్రి తెర మీదకు వచ్చిన దగ్గరనుంచే తెలుసు కానీ ఆమె గతాన్ని కూడా ఈ సినిమాతో పరిచయం చేశారు.
",0
456,"నిశంకర సావిత్రి (కీర్తి సురేష్‌).
",0
457,"తనకు ఆర‍్నేళ్లు ఉన్నప్పుడే తండ్రి చనిపోవటంతో పెదనాన్న కే వెంకట రామయ్య చౌదరి(రాజేంద్ర ప్రసాద్‌) సంరక్షణలో పెరుగుతుంది.
",0
458,"చిన్నతనం నుంచి ఈ పని నీ వల్ల కాదు అంటే ఎలాగైనా పట్టు పట్టి ఆ పని చేసి చూపించటం సావిత్రికి అలవాటు.
",0
459,"అందుకే తనకు రాదు అన్న నాట్యం దూరం నుంచి చూసి నేర్చుకుంటుంది.
",0
460,"సినిమాకు ప్రధాన బలం కీర్తీ సురేష్‌.
",0
